Sample_ID,Data_type,Mother_plant_ID,Temperature_type,Temperature_treatment,Soil_type,Soil_moisture_treatment,Soil_microbial_origin,Plant_population_origin,Sympatry,Number_of_seeds_planted,Number_of_emerged_seedlings,Date,Measurement_time_point,Plant_age_days,Leaf_number,Leaf_length_cm,Leaf_width_cm,Rosette_shape_flat/high,Leaf_allometry,Leaf_size,Leaf_area,AMF_colonisation_percent,Leaves_freshweight_g,Leaves_dryweight_g,Roots_dryweight_g,Root_shoot_ratio,Total_biomass_g
49,leaves,Coast_P09,High, 25C,High, 40%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,4,5.6,0.3,NA,0.053571429,1.68,6.72,NA,NA,NA,NA,NA,NA
50,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,2,2,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
51,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,2.6,0.1,NA,0.038461538,0.26,0.52,NA,NA,NA,NA,NA,NA
52,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,3.1,0.1,NA,0.032258065,0.31,0.62,NA,NA,NA,NA,NA,NA
53,leaves,Forest_P10,High, 25C,High, 40%watervol,Coast,Forest,Non-local,1,1,29-01-2016,1,19,4,4.7,0.3,NA,0.063829787,1.41,5.64,NA,NA,NA,NA,NA,NA
54,leaves,Forest_P12,High, 25C,High, 40%watervol,Coast,Forest,Non-local,2,2,29-01-2016,1,19,4,3.8,0.3,NA,0.078947368,1.14,4.56,NA,NA,NA,NA,NA,NA
55,leaves,Forest_P15,High, 25C,High, 40%watervol,Coast,Forest,Non-local,2,1,29-01-2016,1,19,4,3.5,0.3,NA,0.085714286,1.05,4.2,NA,NA,NA,NA,NA,NA
56,leaves,Forest_P4,High, 25C,High, 40%watervol,Coast,Forest,Non-local,2,0,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
57,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,2,2,29-01-2016,1,19,4,3,0.2,NA,0.066666667,0.6,2.4,NA,NA,NA,NA,NA,NA
58,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,4,2.5,0.3,NA,0.12,0.75,3,NA,NA,NA,NA,NA,NA
59,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,2,2,29-01-2016,1,19,4,2.1,0.3,NA,0.142857143,0.63,2.52,NA,NA,NA,NA,NA,NA
60,leaves,Meadow_P07,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,2,0,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
73,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,4,5.2,0.2,NA,0.038461538,1.04,4.16,NA,NA,NA,NA,NA,NA
74,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,2,2,29-01-2016,1,19,4,5.6,0.4,NA,0.071428571,2.24,8.96,NA,NA,NA,NA,NA,NA
75,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
76,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,2,2,29-01-2016,1,19,4,7.1,0.3,NA,0.042253521,2.13,8.52,NA,NA,NA,NA,NA,NA
77,leaves,Forest_P11,High, 25C,High, 40%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,3,2.9,0.2,NA,0.068965517,0.58,1.74,NA,NA,NA,NA,NA,NA
78,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,3,1.4,0.2,NA,0.142857143,0.28,0.84,NA,NA,NA,NA,NA,NA
79,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,2,2,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
80,leaves,Forest_P4,High, 25C,High, 40%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,4,2.3,0.3,NA,0.130434783,0.69,2.76,NA,NA,NA,NA,NA,NA
81,leaves,Meadow_P01,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,2,2,29-01-2016,1,19,4,3.2,0.5,NA,0.15625,1.6,6.4,NA,NA,NA,NA,NA,NA
82,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,2,2,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
83,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,2,1,29-01-2016,1,19,4,3.3,0.4,NA,0.121212121,1.32,5.28,NA,NA,NA,NA,NA,NA
84,leaves,Meadow_P06,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,2,2,29-01-2016,1,19,4,3.7,0.3,NA,0.081081081,1.11,4.44,NA,NA,NA,NA,NA,NA
85,leaves,Coast_P01,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,2,3,0.1,NA,0.033333333,0.3,0.6,NA,NA,NA,NA,NA,NA
86,leaves,Coast_P07,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,2,1,29-01-2016,1,19,4,7.8,0.3,NA,0.038461538,2.34,9.36,NA,NA,NA,NA,NA,NA
87,leaves,Coast_P21,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,2,1,29-01-2016,1,19,4,5.6,0.4,NA,0.071428571,2.24,8.96,NA,NA,NA,NA,NA,NA
88,leaves,Coast_P23,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,2,0,29-01-2016,1,19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
89,leaves,Forest_P10,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,2,2,29-01-2016,1,19,4,3.2,0.3,NA,0.09375,0.96,3.84,NA,NA,NA,NA,NA,NA
90,leaves,Forest_P11,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,2,2,29-01-2016,1,19,4,2.2,0.1,NA,0.045454545,0.22,0.88,NA,NA,NA,NA,NA,NA
91,leaves,Forest_P15,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,2,2,29-01-2016,1,19,4,3.6,0.3,NA,0.083333333,1.08,4.32,NA,NA,NA,NA,NA,NA
92,leaves,Forest_P4,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,4,3,0.1,NA,0.033333333,0.3,1.2,NA,NA,NA,NA,NA,NA
93,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,2,2.3,0.1,NA,0.043478261,0.23,0.46,NA,NA,NA,NA,NA,NA
95,leaves,Meadow_P05,High, 25C,High, 40%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,4,3.2,0.3,NA,0.09375,0.96,3.84,NA,NA,NA,NA,NA,NA
96,leaves,Meadow_P08,High, 25C,High, 40%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,3,2.5,0.2,NA,0.08,0.5,1.5,NA,NA,NA,NA,NA,NA
145,leaves,Coast_P01,High, 25C,Low, 10%watervol,Coast,Coast,Local,2,2,29-01-2016,1,19,3,2.7,0.3,NA,0.111111111,0.81,2.43,NA,NA,NA,NA,NA,NA
146,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,4,6.3,0.3,NA,0.047619048,1.89,7.56,NA,NA,NA,NA,NA,NA
148,leaves,Coast_P10,High, 25C,Low, 10%watervol,Coast,Coast,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,leaves,Forest_P11,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,2,1,29-01-2016,1,19,4,2.2,0.3,NA,0.136363636,0.66,2.64,NA,NA,NA,NA,NA,NA
150,leaves,Forest_P12,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,leaves,Forest_P15,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,2,1,29-01-2016,1,19,4,2.4,0.3,NA,0.125,0.72,2.88,NA,NA,NA,NA,NA,NA
152,leaves,Forest_P3,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,4,3.1,0.3,NA,0.096774194,0.93,3.72,NA,NA,NA,NA,NA,NA
154,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,2,2,29-01-2016,1,19,4,3,0.4,NA,0.133333333,1.2,4.8,NA,NA,NA,NA,NA,NA
155,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,2,2,29-01-2016,1,19,4,3.2,0.4,NA,0.125,1.28,5.12,NA,NA,NA,NA,NA,NA
169,leaves,Coast_P01,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,3,3.2,0.4,NA,0.125,1.28,3.84,NA,NA,NA,NA,NA,NA
170,leaves,Coast_P07,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,leaves,Coast_P10,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,leaves,Coast_P23,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,3,4.2,0.3,NA,0.071428571,1.26,3.78,NA,NA,NA,NA,NA,NA
173,leaves,Forest_P10,High, 25C,Low, 10%watervol,Forest,Forest,Local,1,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,leaves,Forest_P15,High, 25C,Low, 10%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,3,2.1,0.2,NA,0.095238095,0.42,1.26,NA,NA,NA,NA,NA,NA
175,leaves,Forest_P3,High, 25C,Low, 10%watervol,Forest,Forest,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,leaves,Forest_P4,High, 25C,Low, 10%watervol,Forest,Forest,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,2,2,29-01-2016,1,19,4,4.5,0.4,NA,0.088888889,1.8,7.2,NA,NA,NA,NA,NA,NA
178,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,2,2,29-01-2016,1,19,4,3.2,0.4,NA,0.125,1.28,5.12,NA,NA,NA,NA,NA,NA
179,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,2,1,29-01-2016,1,19,4,4.4,0.4,NA,0.090909091,1.76,7.04,NA,NA,NA,NA,NA,NA
180,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,2,1,29-01-2016,1,19,4,5.6,0.4,NA,0.071428571,2.24,8.96,NA,NA,NA,NA,NA,NA
181,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,2,1,29-01-2016,1,19,3,1.7,0.2,NA,0.117647059,0.34,1.02,NA,NA,NA,NA,NA,NA
182,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,2,1,29-01-2016,1,19,4,4,0.3,NA,0.075,1.2,4.8,NA,NA,NA,NA,NA,NA
183,leaves,Coast_P07,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,leaves,Coast_P10,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,leaves,Forest_P10,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,1,1,29-01-2016,1,19,4,5.5,0.4,NA,0.072727273,2.2,8.8,NA,NA,NA,NA,NA,NA
186,leaves,Forest_P12,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,4,4.4,0.3,NA,0.068181818,1.32,5.28,NA,NA,NA,NA,NA,NA
187,leaves,Forest_P3,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,4,4,0.3,NA,0.075,1.2,4.8,NA,NA,NA,NA,NA,NA
188,leaves,Forest_P4,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,4,5.5,0.3,NA,0.054545455,1.65,6.6,NA,NA,NA,NA,NA,NA
191,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,leaves,Coast_P09,Low, 15C,High, 40%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,6.4,0.1,NA,0.015625,0.64,1.28,NA,NA,NA,NA,NA,NA
242,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,2,2,29-01-2016,1,19,2,4.3,0.1,NA,0.023255814,0.43,0.86,NA,NA,NA,NA,NA,NA
244,leaves,Coast_P23,Low, 15C,High, 40%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,1.7,0.1,NA,0.058823529,0.17,0.34,NA,NA,NA,NA,NA,NA
245,leaves,Forest_P10,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,1,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,leaves,Forest_P11,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,2,2,29-01-2016,1,19,2,2.8,0.1,NA,0.035714286,0.28,0.56,NA,NA,NA,NA,NA,NA
249,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,2,4.6,0.1,NA,0.02173913,0.46,0.92,NA,NA,NA,NA,NA,NA
250,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,2,4.3,0.1,NA,0.023255814,0.43,0.86,NA,NA,NA,NA,NA,NA
251,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,leaves,Meadow_P08,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,leaves,Coast_P01,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,2,3.6,0.1,NA,0.027777778,0.36,0.72,NA,NA,NA,NA,NA,NA
266,leaves,Coast_P09,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,2,5.4,0.1,NA,0.018518519,0.54,1.08,NA,NA,NA,NA,NA,NA
267,leaves,Coast_P10,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,leaves,Coast_P21,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,2,5,0.1,NA,0.02,0.5,1,NA,NA,NA,NA,NA,NA
269,leaves,Forest_P15,Low, 15C,High, 40%watervol,Forest,Forest,Local,2,2,29-01-2016,1,19,2,2.8,0.1,NA,0.035714286,0.28,0.56,NA,NA,NA,NA,NA,NA
270,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,2,4,0.1,NA,0.025,0.4,0.8,NA,NA,NA,NA,NA,NA
271,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,2,2.6,0.1,NA,0.038461538,0.26,0.52,NA,NA,NA,NA,NA,NA
272,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,2,1,29-01-2016,1,19,2,3.2,0.1,NA,0.03125,0.32,0.64,NA,NA,NA,NA,NA,NA
274,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,2,0,29-01-2016,1,19,3,2.3,0.1,NA,0.043478261,0.23,0.69,NA,NA,NA,NA,NA,NA
276,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,leaves,Coast_P07,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,2,1,29-01-2016,1,19,2,5.6,0.1,NA,0.017857143,0.56,1.12,NA,NA,NA,NA,NA,NA
278,leaves,Coast_P09,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,2,4.2,0.1,NA,0.023809524,0.42,0.84,NA,NA,NA,NA,NA,NA
281,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,1,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,1,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,2,2.9,0.1,NA,0.034482759,0.29,0.58,NA,NA,NA,NA,NA,NA
284,leaves,Forest_P3,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,2,2,29-01-2016,1,19,2,3.3,0.1,NA,0.03030303,0.33,0.66,NA,NA,NA,NA,NA,NA
285,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,2,1,0.1,NA,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA
286,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,2,3.2,0.1,NA,0.03125,0.32,0.64,NA,NA,NA,NA,NA,NA
287,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,2,3.2,0.1,NA,0.03125,0.32,0.64,NA,NA,NA,NA,NA,NA
288,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,2,2.7,0.1,NA,0.037037037,0.27,0.54,NA,NA,NA,NA,NA,NA
337,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,5,0.1,NA,0.02,0.5,1,NA,NA,NA,NA,NA,NA
338,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,1.9,0.1,NA,0.052631579,0.19,0.38,NA,NA,NA,NA,NA,NA
340,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,2,1,29-01-2016,1,19,2,3.2,0.1,NA,0.03125,0.32,0.64,NA,NA,NA,NA,NA,NA
341,leaves,Forest_P10,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,1,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,leaves,Forest_P11,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,2,1,29-01-2016,1,19,2,3.6,0.1,NA,0.027777778,0.36,0.72,NA,NA,NA,NA,NA,NA
343,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,2,2,29-01-2016,1,19,2,2.8,0.1,NA,0.035714286,0.28,0.56,NA,NA,NA,NA,NA,NA
344,leaves,Forest_P4,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,2,2,29-01-2016,1,19,2,2.5,0.1,NA,0.04,0.25,0.5,NA,NA,NA,NA,NA,NA
345,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,2,2.1,0.1,NA,0.047619048,0.21,0.42,NA,NA,NA,NA,NA,NA
347,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,2,4,0.1,NA,0.025,0.4,0.8,NA,NA,NA,NA,NA,NA
348,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,2,1,29-01-2016,1,19,2,3.5,0.1,NA,0.028571429,0.35,0.7,NA,NA,NA,NA,NA,NA
361,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,2,4,0.1,NA,0.025,0.4,0.8,NA,NA,NA,NA,NA,NA
362,leaves,Coast_P09,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,2,1,29-01-2016,1,19,2,3.9,0.1,NA,0.025641026,0.39,0.78,NA,NA,NA,NA,NA,NA
363,leaves,Coast_P10,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,2,0,29-01-2016,1,19,3,4.2,0.1,NA,0.023809524,0.42,1.26,NA,NA,NA,NA,NA,NA
365,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Forest,Forest,Local,1,1,29-01-2016,1,19,2,2.1,0.1,NA,0.047619048,0.21,0.42,NA,NA,NA,NA,NA,NA
366,leaves,Forest_P11,Low, 15C,Low, 10%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,2,3.6,0.1,NA,0.027777778,0.36,0.72,NA,NA,NA,NA,NA,NA
367,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Forest,Forest,Local,2,1,29-01-2016,1,19,2,3.4,0.1,NA,0.029411765,0.34,0.68,NA,NA,NA,NA,NA,NA
368,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Forest,Forest,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,2,2,29-01-2016,1,19,2,3.1,0.1,NA,0.032258065,0.31,0.62,NA,NA,NA,NA,NA,NA
370,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,2,1,29-01-2016,1,19,2,3.6,0.1,NA,0.027777778,0.36,0.72,NA,NA,NA,NA,NA,NA
371,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,leaves,Meadow_P07,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,2,0,29-01-2016,1,19,3,2.9,0.1,NA,0.034482759,0.29,0.87,NA,NA,NA,NA,NA,NA
373,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,2,1,29-01-2016,1,19,2,5.6,0.1,NA,0.017857143,0.56,1.12,NA,NA,NA,NA,NA,NA
374,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,2,4.6,0.1,NA,0.02173913,0.46,0.92,NA,NA,NA,NA,NA,NA
375,leaves,Coast_P10,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,3,0.7,0.1,NA,0.142857143,0.07,0.21,NA,NA,NA,NA,NA,NA
376,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,2,2.4,0.1,NA,0.041666667,0.24,0.48,NA,NA,NA,NA,NA,NA
378,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,2,1,0.1,NA,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA
