Sample_ID,Data_type,Mother_plant_ID,Temperature_type,Temperature_treatment,Soil_type,Soil_moisture_treatment,Soil_microbial_origin,Plant_population_origin,Sympatry,Number_of_seeds_planted,Number_of_emerged_seedlings,Date,Measurement_time_point,Plant_age_days,Leaf_number,Leaf_length_cm,Leaf_width_cm,Rosette_shape_flat/high,Leaf_allometry,Leaf_size,Leaf_area,AMF_colonisation_percent,Leaves_freshweight_g,Leaves_dryweight_g,Roots_dryweight_g,Root_shoot_ratio,Total_biomass_g
348,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,26-02-2016,3,47,6,5.6,0.6,NA,0.107142857,3.36,20.16,NA,NA,NA,NA,NA,NA
361,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,5,9.7,0.5,NA,0.051546392,4.85,24.25,NA,NA,NA,NA,NA,NA
362,leaves,Coast_P09,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,6,7.7,0.8,NA,0.103896104,6.16,36.96,NA,NA,NA,NA,NA,NA
363,leaves,Coast_P10,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,6,6.4,0.6,NA,0.09375,3.84,23.04,NA,NA,NA,NA,NA,NA
364,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,26-02-2016,3,47,7,10.3,0.9,NA,0.087378641,9.27,64.89,NA,NA,NA,NA,NA,NA
365,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,6,7.1,0.6,NA,0.084507042,4.26,25.56,NA,NA,NA,NA,NA,NA
366,leaves,Forest_P11,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,6,3,0.4,NA,0.133333333,1.2,7.2,NA,NA,NA,NA,NA,NA
367,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,5,6.7,0.6,NA,0.089552239,4.02,20.1,NA,NA,NA,NA,NA,NA
368,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,6,6.5,0.7,NA,0.107692308,4.55,27.3,NA,NA,NA,NA,NA,NA
370,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,6,9.3,0.9,NA,0.096774194,8.37,50.22,NA,NA,NA,NA,NA,NA
371,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,leaves,Meadow_P07,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,26-02-2016,3,47,6,9.1,0.6,NA,0.065934066,5.46,32.76,NA,NA,NA,NA,NA,NA
373,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,6,10.5,0.8,NA,0.076190476,8.4,50.4,NA,NA,NA,NA,NA,NA
374,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,5,9.8,0.7,NA,0.071428571,6.86,34.3,NA,NA,NA,NA,NA,NA
375,leaves,Coast_P10,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,7,8.5,0.7,NA,0.082352941,5.95,41.65,NA,NA,NA,NA,NA,NA
376,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,26-02-2016,3,47,4,7.7,0.5,NA,0.064935065,3.85,15.4,NA,NA,NA,NA,NA,NA
377,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,6,6.3,0.7,NA,0.111111111,4.41,26.46,NA,NA,NA,NA,NA,NA
378,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,4,3.6,0.3,NA,0.083333333,1.08,4.32,NA,NA,NA,NA,NA,NA
379,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,5,5.7,0.4,NA,0.070175439,2.28,11.4,NA,NA,NA,NA,NA,NA
380,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,26-02-2016,3,47,7,9,0.5,NA,0.055555556,4.5,31.5,NA,NA,NA,NA,NA,NA
381,leaves,Meadow_P03,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,8,6.5,0.6,NA,0.092307692,3.9,31.2,NA,NA,NA,NA,NA,NA
382,leaves,Meadow_P03,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,6,4.6,0.7,NA,0.152173913,3.22,19.32,NA,NA,NA,NA,NA,NA
383,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,leaves,Meadow_P08,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,26-02-2016,3,47,6,5.2,0.6,NA,0.115384615,3.12,18.72,NA,NA,NA,NA,NA,NA
49,leaves,Coast_P09,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,10,17.3,1,NA,0.057803468,17.3,173,NA,NA,NA,NA,NA,NA
50,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,7,8.7,0.5,NA,0.057471264,4.35,30.45,NA,NA,NA,NA,NA,NA
51,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,11,13.5,1.2,NA,0.088888889,16.2,178.2,NA,NA,NA,NA,NA,NA
52,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,13,14,1.2,NA,0.085714286,16.8,218.4,NA,NA,NA,NA,NA,NA
53,leaves,Forest_P10,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,29,13,1.4,NA,0.107692308,18.2,527.8,NA,NA,NA,NA,NA,NA
54,leaves,Forest_P12,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,16,11,1.4,NA,0.127272727,15.4,246.4,NA,NA,NA,NA,NA,NA
55,leaves,Forest_P15,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,11,14.2,1.2,NA,0.084507042,17.04,187.44,NA,NA,NA,NA,NA,NA
56,leaves,Forest_P4,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,12,9.8,1.1,NA,0.112244898,10.78,129.36,NA,NA,NA,NA,NA,NA
57,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,18,11.4,1.3,NA,0.114035088,14.82,266.76,NA,NA,NA,NA,NA,NA
58,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,17,12,1.6,NA,0.133333333,19.2,326.4,NA,NA,NA,NA,NA,NA
59,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,19,10.5,1.2,NA,0.114285714,12.6,239.4,NA,NA,NA,NA,NA,NA
60,leaves,Meadow_P07,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,15,19.2,1.2,NA,0.0625,23.04,345.6,NA,NA,NA,NA,NA,NA
74,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,9,16.4,1.2,NA,0.073170732,19.68,177.12,NA,NA,NA,NA,NA,NA
75,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,6,12.2,0.9,NA,0.073770492,10.98,65.88,NA,NA,NA,NA,NA,NA
76,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,16,18.8,1.4,NA,0.074468085,26.32,421.12,NA,NA,NA,NA,NA,NA
77,leaves,Forest_P11,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,18,7.3,1.3,NA,0.178082192,9.49,170.82,NA,NA,NA,NA,NA,NA
78,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,11,12.3,1.2,NA,0.097560976,14.76,162.36,NA,NA,NA,NA,NA,NA
79,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,16,12.1,1.5,NA,0.123966942,18.15,290.4,NA,NA,NA,NA,NA,NA
80,leaves,Forest_P4,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,17,18,1.6,NA,0.088888889,28.8,489.6,NA,NA,NA,NA,NA,NA
81,leaves,Meadow_P01,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,18,9.2,1.2,NA,0.130434783,11.04,198.72,NA,NA,NA,NA,NA,NA
82,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,18,13.7,1.1,NA,0.080291971,15.07,271.26,NA,NA,NA,NA,NA,NA
83,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,21,9.3,1.5,NA,0.161290323,13.95,292.95,NA,NA,NA,NA,NA,NA
84,leaves,Meadow_P06,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,19,9.3,1.6,NA,0.172043011,14.88,282.72,NA,NA,NA,NA,NA,NA
85,leaves,Coast_P01,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,7,15.3,1.1,NA,0.071895425,16.83,117.81,NA,NA,NA,NA,NA,NA
86,leaves,Coast_P07,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,13,20.2,1.3,NA,0.064356436,26.26,341.38,NA,NA,NA,NA,NA,NA
87,leaves,Coast_P21,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,14,18.8,1.2,NA,0.063829787,22.56,315.84,NA,NA,NA,NA,NA,NA
88,leaves,Coast_P23,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,leaves,Forest_P10,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,15,10.3,1.1,NA,0.106796117,11.33,169.95,NA,NA,NA,NA,NA,NA
90,leaves,Forest_P11,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,24,9.4,1.3,NA,0.138297872,12.22,293.28,NA,NA,NA,NA,NA,NA
91,leaves,Forest_P15,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,20,12.4,1.1,NA,0.088709677,13.64,272.8,NA,NA,NA,NA,NA,NA
92,leaves,Forest_P4,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,16,16,1.5,NA,0.09375,24,384,NA,NA,NA,NA,NA,NA
93,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,24,6.5,1.1,NA,0.169230769,7.15,171.6,NA,NA,NA,NA,NA,NA
94,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,14,9.2,1.4,NA,0.152173913,12.88,180.32,NA,NA,NA,NA,NA,NA
95,leaves,Meadow_P05,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,22,9.3,1.8,NA,0.193548387,16.74,368.28,NA,NA,NA,NA,NA,NA
96,leaves,Meadow_P08,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,15,13.4,1.3,NA,0.097014925,17.42,261.3,NA,NA,NA,NA,NA,NA
145,leaves,Coast_P01,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,9,18.4,1.4,NA,0.076086957,25.76,231.84,NA,NA,NA,NA,NA,NA
146,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,10,17,1.1,NA,0.064705882,18.7,187,NA,NA,NA,NA,NA,NA
147,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,12,12.2,0.8,NA,0.06557377,9.76,117.12,NA,NA,NA,NA,NA,NA
148,leaves,Coast_P10,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,leaves,Forest_P11,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,18,9.5,1.1,NA,0.115789474,10.45,188.1,NA,NA,NA,NA,NA,NA
150,leaves,Forest_P12,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,leaves,Forest_P15,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,16,10.5,1.4,NA,0.133333333,14.7,235.2,NA,NA,NA,NA,NA,NA
152,leaves,Forest_P3,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,11,13.7,0.7,NA,0.051094891,9.59,105.49,NA,NA,NA,NA,NA,NA
153,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,14,9.8,1.1,NA,0.112244898,10.78,150.92,NA,NA,NA,NA,NA,NA
154,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,18,8.2,1.2,NA,0.146341463,9.84,177.12,NA,NA,NA,NA,NA,NA
155,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,19,7.3,1.1,NA,0.150684932,8.03,152.57,NA,NA,NA,NA,NA,NA
156,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,15,9.1,1.2,NA,0.131868132,10.92,163.8,NA,NA,NA,NA,NA,NA
169,leaves,Coast_P01,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,9,16.3,1.6,NA,0.098159509,26.08,234.72,NA,NA,NA,NA,NA,NA
170,leaves,Coast_P07,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,11,15.4,1,NA,0.064935065,15.4,169.4,NA,NA,NA,NA,NA,NA
171,leaves,Coast_P10,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,leaves,Coast_P23,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,13,14.7,1.3,NA,0.088435374,19.11,248.43,NA,NA,NA,NA,NA,NA
173,leaves,Forest_P10,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,leaves,Forest_P15,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,13,12.2,1,NA,0.081967213,12.2,158.6,NA,NA,NA,NA,NA,NA
175,leaves,Forest_P3,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,leaves,Forest_P4,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,15,9.6,1.1,NA,0.114583333,10.56,158.4,NA,NA,NA,NA,NA,NA
178,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,16,9.7,1.7,NA,0.175257732,16.49,263.84,NA,NA,NA,NA,NA,NA
179,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,16,11.5,1.2,NA,0.104347826,13.8,220.8,NA,NA,NA,NA,NA,NA
180,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,15,8.8,1.4,NA,0.159090909,12.32,184.8,NA,NA,NA,NA,NA,NA
181,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,9,15.4,1.4,NA,0.090909091,21.56,194.04,NA,NA,NA,NA,NA,NA
182,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,11,15.4,1.3,NA,0.084415584,20.02,220.22,NA,NA,NA,NA,NA,NA
183,leaves,Coast_P07,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,12,13.7,1,NA,0.072992701,13.7,164.4,NA,NA,NA,NA,NA,NA
184,leaves,Coast_P10,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,leaves,Forest_P10,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,15,14.9,0.9,NA,0.060402685,13.41,201.15,NA,NA,NA,NA,NA,NA
186,leaves,Forest_P12,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,15,10.6,1.1,NA,0.103773585,11.66,174.9,NA,NA,NA,NA,NA,NA
187,leaves,Forest_P3,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,22,8.9,1,NA,0.112359551,8.9,195.8,NA,NA,NA,NA,NA,NA
188,leaves,Forest_P4,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,19,7.1,0.8,NA,0.112676056,5.68,107.92,NA,NA,NA,NA,NA,NA
190,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,16,9.1,1.1,NA,0.120879121,10.01,160.16,NA,NA,NA,NA,NA,NA
191,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,13,11.3,0.9,NA,0.079646018,10.17,132.21,NA,NA,NA,NA,NA,NA
241,leaves,Coast_P09,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,8,13.5,1.5,NA,0.111111111,20.25,162,NA,NA,NA,NA,NA,NA
242,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,9,8.9,0.9,NA,0.101123596,8.01,72.09,NA,NA,NA,NA,NA,NA
244,leaves,Coast_P23,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,4,5.9,0.5,NA,0.084745763,2.95,11.8,NA,NA,NA,NA,NA,NA
245,leaves,Forest_P10,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,leaves,Forest_P11,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,4,9.8,0.4,NA,0.040816327,3.92,15.68,NA,NA,NA,NA,NA,NA
247,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,11/3/16,4,61,8,8,0.6,NA,0.075,4.8,38.4,NA,NA,NA,NA,NA,NA
249,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,6,3,0.5,NA,0.166666667,1.5,9,NA,NA,NA,NA,NA,NA
250,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,11,6.3,1.2,NA,0.19047619,7.56,83.16,NA,NA,NA,NA,NA,NA
251,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,leaves,Meadow_P08,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,leaves,Coast_P01,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,11,11.6,1.1,NA,0.094827586,12.76,140.36,NA,NA,NA,NA,NA,NA
266,leaves,Coast_P09,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,6,10.7,1.2,NA,0.112149533,12.84,77.04,NA,NA,NA,NA,NA,NA
267,leaves,Coast_P10,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,6,6.5,0.9,NA,0.138461538,5.85,35.1,NA,NA,NA,NA,NA,NA
268,leaves,Coast_P21,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,11/3/16,4,61,8,13.8,1.1,NA,0.079710145,15.18,121.44,NA,NA,NA,NA,NA,NA
269,leaves,Forest_P15,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,9,9,1,NA,0.111111111,9,81,NA,NA,NA,NA,NA,NA
270,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,12,9,0.8,NA,0.088888889,7.2,86.4,NA,NA,NA,NA,NA,NA
271,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,10,10.3,1.4,NA,0.13592233,14.42,144.2,NA,NA,NA,NA,NA,NA
272,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,11/3/16,4,61,7,4.5,0.8,NA,0.177777778,3.6,25.2,NA,NA,NA,NA,NA,NA
273,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,12,7.1,1.7,NA,0.23943662,12.07,144.84,NA,NA,NA,NA,NA,NA
274,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,12,10.3,1,NA,0.097087379,10.3,123.6,NA,NA,NA,NA,NA,NA
276,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,leaves,Coast_P07,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,7,14.1,1.1,NA,0.078014184,15.51,108.57,NA,NA,NA,NA,NA,NA
278,leaves,Coast_P09,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,7,12.7,0.9,NA,0.070866142,11.43,80.01,NA,NA,NA,NA,NA,NA
279,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,7,7.2,0.9,NA,0.125,6.48,45.36,NA,NA,NA,NA,NA,NA
280,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,11/3/16,4,61,9,8.5,1.2,NA,0.141176471,10.2,91.8,NA,NA,NA,NA,NA,NA
281,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,7,7.1,1,NA,0.14084507,7.1,49.7,NA,NA,NA,NA,NA,NA
284,leaves,Forest_P3,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,11/3/16,4,61,4,5.2,0.7,NA,0.134615385,3.64,14.56,NA,NA,NA,NA,NA,NA
285,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,6,6.2,1,NA,0.161290323,6.2,37.2,NA,NA,NA,NA,NA,NA
286,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,7,9.8,0.8,NA,0.081632653,7.84,54.88,NA,NA,NA,NA,NA,NA
287,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,8,6.5,0.9,NA,0.138461538,5.85,46.8,NA,NA,NA,NA,NA,NA
288,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,11/3/16,4,61,7,8,1.3,NA,0.1625,10.4,72.8,NA,NA,NA,NA,NA,NA
337,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,11/3/16,4,61,8,11.7,0.9,NA,0.076923077,10.53,84.24,NA,NA,NA,NA,NA,NA
